agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score
AG_02474,Marketing Assistant,Falcon-180B,Cloud,Planning & Scheduling,5,4,0.6011,0.6552,0.6115,28.88,460.09,317.3,66.5,0.0128,True,0.6461,False,False,0.759,0.6012,2025-04-07 04:16:16,0.7861,0.62045,44.96014492753623,85.227
AG_04880,Sales Assistant,PaLM-2,Cloud,Code Generation,8,10,0.3515,0.4699,0.4668,42.48,2617.35,466.5,83.9,0.0188,True,0.4405,False,False,0.7021,0.8956,2025-04-07 04:16:16,0.8124,0.42161,21.293434343434342,130.835
AG_04192,Content Creator,Claude-3.5,Server,Research & Summarization,7,7,0.4069,0.4744,0.5399,24.61,2361.63,478.3,71.7,0.013,True,0.4613,True,False,0.9556,0.6629,2025-04-07 04:16:16,0.883,0.46705,33.36071428571429,102.291
AG_04157,Social Media Manager,Mixtral-8x7B,Mobile,Decision Making,8,10,0.3316,0.4,0.4909,50.18,431.41,492.6,102.7,0.0217,True,0.434,False,True,0.9298,0.7216,2025-04-07 04:16:16,0.8702,0.39991,17.617180616740086,130.38
AG_04439,Document Processor,GPT-4o,Desktop,Decision Making,10,10,0.3,0.4,0.3633,48.2,316.69,583.8,99.8,0.0219,True,0.4436,False,False,0.8906,0.6297,2025-04-07 04:16:16,0.9056,0.34899,15.239737991266376,131.052
AG_04716,Social Media Manager,Claude-3.5,Desktop,Creative Writing,8,10,0.3986,0.4283,0.499,35.35,426.1,476.8,73.5,0.0166,True,0.4444,True,False,0.7029,0.6579,2025-04-07 04:16:16,0.9167,0.43763,24.865340909090907,131.108
AG_02644,Research Assistant,Transformer-XL,Hybrid,Planning & Scheduling,3,4,0.7391,0.6904,0.7384,19.41,407.74,227.7,38.5,0.0087,False,0.8291,False,False,0.842,0.7927,2025-04-07 04:16:16,0.9,0.7242799999999999,74.66804123711339,118.037
AG_02249,Email Manager,InstructGPT,Edge,Creative Writing,3,2,0.6612,0.7703,0.7844,24.29,547.84,213.8,42.5,0.0102,True,0.7948,False,True,0.9636,0.7735,2025-04-07 04:16:16,0.8316,0.7308899999999999,65.2580357142857,75.636
AG_03303,Customer Service,Claude-3.5,Cloud,Decision Making,8,6,0.3755,0.4385,0.4957,46.21,180.55,512.5,93.7,0.0205,True,0.4592,False,False,0.9443,0.6243,2025-04-07 04:16:16,0.7693,0.43045999999999995,20.021395348837206,92.144
AG_02853,Task Planner,Mixtral-8x7B,Cloud,Creative Writing,4,4,0.6446,0.6779,0.6944,15.03,1263.78,326.9,51.2,0.0083,True,0.6622,True,False,0.7178,0.7483,2025-04-07 04:16:16,0.8725,0.66953,71.99247311827958,86.354
AG_01467,Document Processor,LLaMA-3,Cloud,Data Analysis,8,6,0.3,0.4,0.5006,93.91,115.0,520.8,69.7,0.0365,True,0.3726,True,False,0.9545,0.6103,2025-04-07 04:16:16,0.8293,0.39017999999999997,10.4048,86.082
AG_02615,HR Recruiter,InstructGPT,Edge,Code Generation,9,8,0.3,0.4,0.4784,39.77,619.6,532.3,88.0,0.0186,True,0.4068,False,True,0.7033,0.7082,2025-04-07 04:16:16,0.9502,0.38351999999999997,19.567346938775508,108.476
AG_01242,Translation Agent,PaLM-2,Cloud,Text Processing,6,7,0.5375,0.5682,0.5618,35.42,947.74,369.5,70.1,0.0155,True,0.5638,False,False,0.9191,0.8323,2025-04-07 04:16:16,0.9071,0.554,33.57575757575758,109.46600000000001
AG_02847,Task Planner,InstructGPT,Edge,Decision Making,10,10,0.3,0.4,0.4321,20.5,474.28,581.5,89.5,0.0126,True,0.3869,False,True,0.8416,0.7225,2025-04-07 04:16:16,0.7704,0.36963,27.178676470588233,127.083
AG_01796,Social Media Manager,Claude-3.5,Cloud,Research & Summarization,6,4,0.5073,0.5691,0.6425,37.35,243.27,397.1,63.7,0.0164,True,0.6414,False,False,0.7326,0.7591,2025-04-07 04:16:16,0.8486,0.5664,32.55172413793103,84.898
AG_04220,Customer Service,LLaMA-3,Mobile,Research & Summarization,9,10,0.3,0.4,0.4609,52.89,2294.44,554.0,105.7,0.0232,True,0.3559,False,True,0.8745,0.8318,2025-04-07 04:16:16,0.7725,0.37827,15.63099173553719,124.913
AG_04501,QA Tester,LLaMA-3,Hybrid,Communication,3,5,0.6098,0.7986,0.7852,28.78,3595.58,219.2,55.0,0.0118,True,0.7436,False,True,0.7234,0.701,2025-04-07 04:16:16,0.8698,0.71906,56.17656250000001,102.05199999999999
AG_02359,Task Planner,Mixtral-8x7B,Server,Creative Writing,5,4,0.5528,0.6762,0.618,41.28,226.28,359.8,49.4,0.0174,True,0.5619,True,False,0.7333,0.7201,2025-04-07 04:16:16,0.7771,0.60938,33.118478260869566,79.333
AG_03739,HR Recruiter,InstructGPT,Hybrid,Creative Writing,6,4,0.514,0.5585,0.6344,22.16,831.1,413.0,64.6,0.0115,True,0.543,False,False,0.8179,0.8615,2025-04-07 04:16:16,0.7502,0.5634699999999999,45.07759999999999,78.01
AG_00434,HR Recruiter,LLaMA-3,Desktop,Research & Summarization,6,4,0.5677,0.5371,0.5852,48.0,1275.81,384.8,66.2,0.0198,True,0.6126,True,True,0.728,0.6951,2025-04-08 04:16:15,0.9377,0.56377,27.10432692307692,82.882
AG_00996,HR Recruiter,GPT-4o,Hybrid,Creative Writing,4,3,0.6585,0.7578,0.7181,40.03,1441.82,294.8,56.7,0.0163,True,0.6826,True,True,0.9053,0.751,2025-04-08 04:16:15,0.8526,0.70617,40.81907514450867,77.782
AG_00601,Code Assistant,Falcon-180B,Mobile,Text Processing,2,2,0.851,0.7964,0.8114,14.81,325.5,205.3,33.6,0.007,False,0.8917,False,True,0.9394,0.7213,2025-04-08 04:16:15,0.9738,0.82274,102.8425,102.41900000000001
AG_00742,HR Recruiter,PaLM-2,Hybrid,Research & Summarization,8,9,0.3527,0.4594,0.4465,64.52,333.89,463.8,75.1,0.0261,True,0.4232,False,False,0.8594,0.9248,2025-04-08 04:16:15,0.872,0.41285000000000005,15.234317343173432,119.624
AG_00856,Content Creator,InstructGPT,Server,Text Processing,6,7,0.5354,0.5331,0.5993,33.2,1517.37,409.7,64.5,0.0152,True,0.6408,False,True,0.7511,0.8135,2025-04-08 04:16:15,0.917,0.55388,34.190123456790126,114.856
AG_00799,Translation Agent,PaLM-2,Desktop,Decision Making,7,8,0.4163,0.4992,0.4788,53.09,2490.25,430.2,73.2,0.022,True,0.5495,False,False,0.8943,0.7381,2025-04-08 04:16:15,0.8357,0.45992,19.996521739130436,118.465
AG_00348,HR Recruiter,LLaMA-3,Edge,Creative Writing,8,8,0.3367,0.4193,0.5155,47.09,332.62,498.1,84.7,0.0207,True,0.4806,True,True,0.761,0.6309,2025-04-08 04:16:15,0.7947,0.41511999999999993,19.12995391705069,113.642
AG_02416,Email Manager,InstructGPT,Hybrid,Data Analysis,6,5,0.5057,0.5999,0.6401,67.94,370.8,434.9,85.6,0.027,True,0.531,True,False,0.7776,0.7003,2025-04-08 04:16:16,0.8884,0.57428,20.51,87.17
AG_02442,Translation Agent,GPT-4o,Server,Text Processing,6,5,0.584,0.5786,0.6006,22.17,491.35,393.0,77.5,0.0113,True,0.7202,False,False,0.7019,0.6469,2025-04-08 04:16:16,0.7775,0.58736,47.75284552845529,100.41399999999999
AG_01840,Project Manager,Falcon-180B,Mobile,Text Processing,6,6,0.5607,0.5544,0.6024,22.41,123.77,415.6,39.5,0.0116,True,0.6871,False,True,0.9359,0.7649,2025-04-08 04:16:16,0.9717,0.57132,45.34285714285715,108.09700000000001
AG_04878,Content Creator,Mixtral-8x7B,Hybrid,Problem Solving,7,5,0.314,0.4166,0.511,53.95,2110.63,438.4,80.5,0.0224,True,0.3989,False,False,0.8825,0.6703,2025-04-08 04:16:16,0.8784,0.40388,17.25982905982906,77.923
AG_04420,Sales Assistant,PaLM-2,Edge,Creative Writing,4,4,0.5292,0.7615,0.6615,20.92,1628.03,244.5,51.2,0.0094,True,0.5618,True,True,0.8709,0.7498,2025-04-08 04:16:16,0.8538,0.63858,61.40192307692308,79.326
AG_01849,Project Manager,LLaMA-3,Edge,Creative Writing,5,5,0.5805,0.6927,0.6187,37.95,132.56,380.0,54.7,0.0165,True,0.614,False,True,0.9337,0.68,2025-04-08 04:16:16,0.9376,0.6256200000000001,35.74971428571428,92.97999999999999
AG_03207,Research Assistant,LLaMA-3,Cloud,Learning & Adaptation,7,6,0.3348,0.4736,0.5946,143.06,113.06,484.5,82.1,0.0525,True,0.415,False,False,0.9689,0.6918,2025-04-08 04:16:16,0.8734,0.45438,8.493084112149534,89.05
AG_01113,Marketing Assistant,Mixtral-8x7B,Hybrid,Communication,2,1,0.7489,0.7477,0.7688,25.81,800.48,281.8,23.8,0.0114,False,0.8087,False,False,0.9123,0.8278,2025-04-08 04:16:16,0.7909,0.75451,60.84758064516129,86.609
AG_01978,Content Creator,InstructGPT,Server,Communication,5,6,0.6742,0.6346,0.5879,22.89,163.79,380.4,62.7,0.0114,True,0.7314,False,False,0.7358,0.8857,2025-04-08 04:16:16,0.9666,0.63643,51.324999999999996,111.19800000000001
AG_03179,Marketing Assistant,PaLM-2,Cloud,Code Generation,6,4,0.4474,0.6286,0.5735,36.88,999.43,431.5,51.6,0.0166,True,0.5365,False,False,0.9549,0.8826,2025-04-08 04:16:16,0.8055,0.53959,30.658522727272725,77.555
AG_03533,Code Assistant,LLaMA-3,Desktop,Code Generation,4,4,0.6407,0.6543,0.6867,25.81,449.27,285.7,56.4,0.0115,True,0.7528,False,True,0.7338,0.8786,2025-04-08 04:16:16,0.7871,0.65858,52.6864,92.696
AG_03979,Financial Advisor,GPT-4o,Server,Planning & Scheduling,3,2,0.721,0.8597,0.7617,8.74,2272.27,302.4,53.8,0.0059,False,0.7833,False,True,0.7882,0.853,2025-04-08 04:16:16,0.8771,0.77482,112.2927536231884,94.831
AG_01228,Email Manager,Falcon-180B,Cloud,Decision Making,6,4,0.3907,0.5377,0.6107,19.05,445.55,389.8,65.5,0.0102,True,0.477,False,False,0.76,0.7649,2025-04-08 04:16:16,0.8557,0.5008,44.71428571428571,73.39
AG_02035,Content Creator,Claude-3.5,Server,Problem Solving,6,4,0.4928,0.5868,0.5585,91.18,516.31,410.1,62.8,0.0345,True,0.5116,False,False,0.7686,0.6468,2025-04-08 04:16:16,0.7751,0.54071,15.231267605633802,75.81200000000001
AG_04489,Financial Advisor,CodeT5+,Mobile,Planning & Scheduling,7,6,0.4676,0.5031,0.5863,26.68,1504.55,458.0,86.7,0.0135,True,0.5538,False,True,0.7565,0.7393,2025-04-08 04:16:16,0.86,0.51386,35.438620689655174,98.76599999999999
AG_02799,Content Creator,Gemini-Pro,Cloud,Code Generation,9,10,0.3,0.4083,0.4714,40.52,684.6,574.8,90.0,0.0193,True,0.4495,False,False,0.9761,0.6827,2025-04-08 04:16:16,0.8278,0.38391,18.91182266009852,131.465
AG_02826,Data Analyst,Falcon-180B,Desktop,Planning & Scheduling,4,4,0.5937,0.6916,0.6731,41.15,155.09,294.3,41.4,0.0167,True,0.6648,False,True,0.7632,0.7954,2025-04-08 04:16:16,0.9591,0.64689,36.54745762711864,86.536
AG_04005,Data Analyst,Gemini-Pro,Cloud,Data Analysis,6,8,0.5219,0.6044,0.595,85.95,1208.92,371.1,79.3,0.0324,True,0.6151,True,False,0.8896,0.7988,2025-04-08 04:16:16,0.799,0.5685800000000001,17.023353293413177,123.057
AG_00299,QA Tester,PaLM-2,Hybrid,Code Generation,8,10,0.4109,0.4381,0.4406,48.66,287.15,515.8,81.4,0.0214,True,0.4333,False,True,0.7751,0.7264,2025-04-09 04:16:15,0.8439,0.42796999999999996,19.10580357142857,130.33100000000002
AG_00684,Task Planner,InstructGPT,Server,Decision Making,5,3,0.5431,0.6071,0.6722,21.38,191.63,344.1,65.1,0.0106,True,0.6871,False,False,0.9297,0.8989,2025-04-09 04:16:15,0.7896,0.60103,51.81293103448276,78.09700000000001
AG_00617,Email Manager,Gemini-Pro,Server,Problem Solving,8,8,0.3,0.5319,0.4862,82.67,3271.9,538.1,88.9,0.0329,True,0.4138,False,True,0.7062,0.8859,2025-04-09 04:16:15,0.7532,0.42543,12.549557522123893,108.96600000000001
AG_00793,Code Assistant,Falcon-180B,Cloud,Creative Writing,6,5,0.4734,0.5673,0.5554,40.29,535.15,349.3,67.0,0.0169,True,0.5056,True,False,0.7208,0.912,2025-04-09 04:16:15,0.945,0.52617,29.39497206703911,85.392
AG_00136,Translation Agent,Claude-3.5,Mobile,Data Analysis,6,4,0.4915,0.5632,0.6157,44.74,1933.32,379.5,75.1,0.0187,True,0.5488,False,True,0.7576,0.6425,2025-04-09 04:16:15,0.8915,0.55027,27.932487309644667,78.416
AG_00334,Translation Agent,Falcon-180B,Edge,Code Generation,7,7,0.3588,0.5773,0.5555,65.73,772.49,455.0,70.5,0.0265,True,0.4182,False,True,0.7372,0.6556,2025-04-09 04:16:15,0.9683,0.48336,17.576727272727272,99.274
AG_00927,Social Media Manager,GPT-4o,Edge,Text Processing,7,6,0.4765,0.5905,0.54,15.83,1015.34,415.0,69.9,0.0094,True,0.5347,False,True,0.8074,0.6055,2025-04-09 04:16:15,0.8553,0.52975,50.93750000000001,97.429
AG_01023,QA Tester,Gemini-Pro,Desktop,Text Processing,7,9,0.3633,0.488,0.5612,15.13,418.12,436.3,80.6,0.0094,True,0.4795,False,True,0.9626,0.6496,2025-04-09 04:16:15,0.8364,0.46008,44.23846153846154,123.565
AG_04950,Code Assistant,GPT-4o,Edge,Problem Solving,7,5,0.4899,0.4957,0.5155,57.68,731.74,458.3,72.8,0.0238,True,0.6369,False,True,0.9299,0.6232,2025-04-09 04:16:16,0.9556,0.49932,20.133870967741935,94.583
AG_03711,QA Tester,Transformer-XL,Mobile,Communication,6,4,0.4711,0.5485,0.5662,20.0,253.62,393.5,52.8,0.0106,True,0.5604,False,True,0.8508,0.615,2025-04-09 04:16:16,0.9067,0.52285,45.073275862068975,79.22800000000001
AG_01875,Research Assistant,CodeT5+,Server,Text Processing,5,5,0.6393,0.7063,0.6314,20.29,2496.04,409.5,83.9,0.0109,True,0.7816,False,True,0.8508,0.9255,2025-04-09 04:16:16,0.9168,0.65703,55.212605042016804,104.71199999999999
AG_01137,Financial Advisor,InstructGPT,Hybrid,Text Processing,4,4,0.6704,0.6629,0.6876,10.51,426.59,315.7,31.9,0.0067,True,0.6948,False,True,0.7035,0.6599,2025-04-09 04:16:16,0.9428,0.6733100000000001,87.44285714285715,88.636
AG_03216,Sales Assistant,Claude-3.5,Mobile,Planning & Scheduling,7,6,0.3985,0.4762,0.5299,27.53,602.02,433.5,80.4,0.0135,True,0.5294,False,True,0.8873,0.6424,2025-04-09 04:16:16,0.8666,0.46123,31.80896551724138,97.05799999999999
AG_01211,Marketing Assistant,Claude-3.5,Cloud,Planning & Scheduling,5,6,0.5231,0.6255,0.668,38.1,954.01,404.4,48.3,0.0167,True,0.5232,False,False,0.7455,0.9089,2025-04-09 04:16:16,0.8012,0.59729,33.74519774011299,96.624
AG_01961,Marketing Assistant,Transformer-XL,Mobile,Research & Summarization,5,5,0.5421,0.5287,0.6152,44.0,157.2,341.9,53.0,0.0181,True,0.6142,True,True,0.7175,0.933,2025-04-09 04:16:16,0.9459,0.56001,29.31989528795811,92.994
AG_02985,HR Recruiter,PaLM-2,Cloud,Learning & Adaptation,7,8,0.4295,0.4221,0.5468,72.94,1339.99,415.2,72.0,0.0285,True,0.5647,False,True,0.8912,0.9002,2025-04-09 04:16:16,0.9551,0.46246999999999994,15.67694915254237,119.529
AG_02258,Marketing Assistant,Gemini-Pro,Desktop,Text Processing,5,5,0.5788,0.5899,0.6585,31.16,140.06,325.5,61.8,0.0136,True,0.7033,False,False,0.7497,0.6771,2025-04-09 04:16:16,0.8224,0.60604,41.5095890410959,99.231
AG_04309,Content Creator,Mixtral-8x7B,Desktop,Learning & Adaptation,10,10,0.3,0.4,0.3585,94.22,996.63,582.9,108.1,0.0372,True,0.3297,False,True,0.8773,0.8325,2025-04-09 04:16:16,0.7658,0.34754999999999997,9.098167539267015,123.07900000000001
AG_04762,Data Analyst,CodeT5+,Mobile,Learning & Adaptation,8,10,0.3,0.4,0.4655,102.14,364.23,512.3,80.7,0.0392,True,0.3423,False,True,0.8061,0.6988,2025-04-09 04:16:16,0.8812,0.37965,9.444029850746269,123.961
AG_03957,Task Planner,Gemini-Pro,Server,Decision Making,9,9,0.3,0.4,0.4445,45.72,2273.05,557.3,88.4,0.0208,True,0.406,False,True,0.8284,0.6172,2025-04-09 04:16:16,0.9238,0.37334999999999996,17.126146788990823,118.42
AG_04837,HR Recruiter,Claude-3.5,Hybrid,Text Processing,3,4,0.7533,0.823,0.7825,26.91,518.43,223.3,49.3,0.0112,False,0.8418,False,False,0.9177,0.7944,2025-04-09 04:16:16,0.9761,0.78297,64.17786885245903,118.926
AG_03043,Data Analyst,Mixtral-8x7B,Desktop,Decision Making,7,6,0.3,0.4765,0.551,17.31,593.81,432.9,67.0,0.0101,True,0.4488,False,False,0.7913,0.6718,2025-04-09 04:16:16,0.9392,0.42825,38.58108108108109,91.416
AG_04356,Customer Service,CodeT5+,Mobile,Data Analysis,4,3,0.6444,0.677,0.7709,46.62,1986.41,324.4,56.9,0.0188,True,0.6922,False,True,0.866,0.8434,2025-04-09 04:16:16,0.8807,0.69213,34.9560606060606,78.45400000000001
AG_02067,Data Analyst,Gemini-Pro,Server,Learning & Adaptation,9,7,0.3,0.4,0.44,91.83,968.64,563.4,91.5,0.0362,True,0.4112,False,False,0.77,0.699,2025-04-09 04:16:16,0.9406,0.372,9.999999999999998,98.78399999999999
AG_01658,Data Analyst,Transformer-XL,Cloud,Decision Making,8,6,0.3159,0.4,0.4451,45.92,1460.5,511.3,82.0,0.0204,True,0.4337,False,True,0.7238,0.804,2025-04-09 04:16:16,0.9389,0.37988999999999995,17.7518691588785,90.359
AG_02641,QA Tester,Mixtral-8x7B,Server,Text Processing,2,3,0.7727,0.7529,0.7868,25.25,537.31,170.5,34.7,0.0101,False,0.8124,False,False,0.9649,0.8671,2025-04-09 04:16:16,0.7936,0.7709900000000001,69.45855855855858,106.868
AG_01621,Financial Advisor,Mixtral-8x7B,Server,Research & Summarization,5,6,0.5009,0.5655,0.6447,51.52,1316.59,352.3,58.2,0.0207,True,0.6476,True,False,0.9793,0.8712,2025-04-09 04:16:16,0.843,0.56342,25.964055299539172,105.332
AG_00481,Project Manager,GPT-4o,Edge,Research & Summarization,8,8,0.4206,0.5033,0.5684,51.28,760.69,470.2,85.4,0.0218,True,0.5517,True,True,0.8982,0.8498,2025-04-10 04:16:15,0.8081,0.48975,21.480263157894736,118.619
AG_00521,Sales Assistant,GPT-4o,Server,Research & Summarization,4,4,0.6599,0.8244,0.7484,30.86,150.08,336.2,29.5,0.0137,True,0.6851,True,False,0.8061,0.7238,2025-04-10 04:16:15,0.7805,0.7357999999999999,50.05442176870747,87.957
AG_00179,HR Recruiter,Claude-3.5,Hybrid,Code Generation,3,1,0.8366,0.8175,0.7424,65.01,246.04,216.8,41.9,0.0238,False,0.8885,False,True,0.7432,0.6089,2025-04-10 04:16:15,0.8985,0.80261,32.3633064516129,92.195
AG_00089,Translation Agent,PaLM-2,Mobile,Decision Making,7,7,0.3643,0.5822,0.5687,60.7,487.1,484.1,71.4,0.0251,True,0.4668,False,True,0.8249,0.6958,2025-04-10 04:16:15,0.9793,0.49099,18.811877394636014,102.676
AG_03128,Marketing Assistant,Transformer-XL,Server,Problem Solving,6,8,0.448,0.5016,0.5247,89.68,2783.15,449.1,79.9,0.0344,True,0.5642,False,True,0.7613,0.9112,2025-04-10 04:16:16,0.7799,0.48709,13.759604519774012,119.494
AG_04065,Data Analyst,CodeT5+,Hybrid,Research & Summarization,4,5,0.5878,0.697,0.6892,33.89,480.96,353.0,55.4,0.0148,True,0.6221,True,True,0.7927,0.6356,2025-04-10 04:16:16,0.9765,0.6509799999999999,41.2012658227848,93.547
AG_03145,Task Planner,Gemini-Pro,Cloud,Text Processing,6,8,0.5253,0.552,0.5679,25.56,369.04,404.9,68.1,0.0126,True,0.5967,False,False,0.9119,0.8831,2025-04-10 04:16:16,0.8001,0.54609,40.15367647058823,121.769
AG_03392,Task Planner,InstructGPT,Cloud,Communication,3,1,0.6726,0.8218,0.806,19.47,218.78,267.1,45.5,0.0092,True,0.7435,False,False,0.885,0.9073,2025-04-10 04:16:16,0.7637,0.7573799999999999,74.25294117647057,62.045
AG_03451,Research Assistant,PaLM-2,Hybrid,Creative Writing,4,3,0.6938,0.6184,0.6956,30.76,2791.92,386.2,47.6,0.0141,True,0.8373,False,True,0.7372,0.8847,2025-04-10 04:16:16,0.8996,0.67172,44.48476821192053,88.611
AG_03431,Research Assistant,PaLM-2,Cloud,Planning & Scheduling,7,9,0.34,0.53,0.4835,29.36,400.11,431.2,77.6,0.0141,True,0.4254,False,True,0.9556,0.7032,2025-04-10 04:16:16,0.7969,0.44005000000000005,29.14238410596027,119.77799999999999
AG_01237,Marketing Assistant,Falcon-180B,Cloud,Research & Summarization,5,3,0.5969,0.6615,0.648,39.24,336.52,337.6,50.4,0.0165,True,0.6707,True,False,0.9053,0.7983,2025-04-10 04:16:16,0.8125,0.63161,36.092,76.949
AG_01508,Data Analyst,GPT-4o,Hybrid,Research & Summarization,6,6,0.5324,0.5856,0.6129,32.4,317.47,405.5,69.7,0.0149,True,0.5785,False,False,0.9166,0.9075,2025-04-10 04:16:16,0.8935,0.57251,36.006918238993705,100.495
AG_04178,Email Manager,Gemini-Pro,Edge,Code Generation,5,6,0.6137,0.6907,0.6666,27.01,1470.4,342.0,58.3,0.0124,True,0.7623,False,True,0.7688,0.8379,2025-04-10 04:16:16,0.9718,0.6526700000000001,48.70671641791046,113.36099999999999
AG_04335,Sales Assistant,PaLM-2,Desktop,Research & Summarization,6,8,0.3995,0.4796,0.5847,75.62,400.98,367.8,70.6,0.0289,True,0.4097,True,False,0.8498,0.7916,2025-04-10 04:16:16,0.826,0.47909,16.023076923076925,108.679
AG_03854,Marketing Assistant,InstructGPT,Desktop,Communication,6,5,0.5044,0.5727,0.6104,26.67,796.88,432.6,77.1,0.0132,True,0.5958,False,False,0.9457,0.8496,2025-04-10 04:16:16,0.9271,0.5566899999999999,39.203521126760556,91.706
AG_04100,HR Recruiter,Mixtral-8x7B,Desktop,Code Generation,4,2,0.6043,0.642,0.6071,53.77,363.84,254.9,43.7,0.0205,True,0.6493,False,False,0.796,0.7054,2025-04-10 04:16:16,0.8154,0.6164499999999999,28.672093023255808,65.451
AG_04473,Data Analyst,CodeT5+,Cloud,Research & Summarization,5,7,0.6184,0.6378,0.5976,45.5,1884.17,356.4,53.6,0.0187,True,0.6836,True,True,0.7104,0.8382,2025-04-10 04:16:16,0.9713,0.61798,31.369543147208116,117.852
AG_02843,Project Manager,LLaMA-3,Server,Text Processing,2,1,0.7686,0.8757,0.7478,31.85,238.63,214.7,38.7,0.0128,False,0.8428,False,False,0.9756,0.6713,2025-04-10 04:16:16,0.854,0.7944899999999999,57.57173913043478,88.99600000000001
AG_04339,HR Recruiter,GPT-4o,Server,Planning & Scheduling,5,7,0.6539,0.6509,0.6988,19.24,589.75,363.2,61.2,0.01,True,0.7905,False,False,0.7292,0.9366,2025-04-10 04:16:16,0.8039,0.66647,60.58818181818182,125.33500000000001
AG_02273,Financial Advisor,Claude-3.5,Hybrid,Creative Writing,3,4,0.6725,0.7372,0.7569,39.38,163.53,278.9,29.1,0.0159,True,0.796,True,False,0.7185,0.6216,2025-04-10 04:16:16,0.8157,0.71723,42.4396449704142,95.72
AG_01754,Content Creator,Falcon-180B,Hybrid,Learning & Adaptation,7,5,0.3089,0.5684,0.5583,52.4,101.67,426.9,68.4,0.0217,True,0.4281,False,True,0.7545,0.9437,2025-04-10 04:16:16,0.8506,0.46157000000000004,20.333480176211452,79.967
AG_01714,Sales Assistant,PaLM-2,Mobile,Problem Solving,9,9,0.3,0.4155,0.4583,81.95,1972.48,530.5,99.8,0.0326,True,0.3972,False,True,0.722,0.7207,2025-04-10 04:16:16,0.9663,0.38214,11.373214285714285,117.804
AG_03008,HR Recruiter,GPT-4o,Cloud,Data Analysis,4,5,0.7012,0.7442,0.7359,46.17,1208.27,315.3,45.6,0.0185,False,0.7423,True,False,0.8746,0.6511,2025-04-10 04:16:16,0.9157,0.72451,37.15435897435897,121.961
AG_02970,Translation Agent,CodeT5+,Edge,Research & Summarization,6,5,0.4672,0.6313,0.5855,31.45,300.36,388.4,62.6,0.0144,True,0.5054,True,True,0.853,0.9011,2025-04-10 04:16:16,0.7724,0.55192,35.83896103896104,85.378
AG_02095,Data Analyst,LLaMA-3,Mobile,Communication,6,4,0.4481,0.5607,0.5491,25.25,947.31,419.2,61.5,0.0126,True,0.5335,False,True,0.9572,0.6472,2025-04-10 04:16:16,0.845,0.5121800000000001,37.66029411764706,77.345
AG_03849,Project Manager,LLaMA-3,Edge,Learning & Adaptation,10,8,0.3,0.4,0.4493,126.19,943.45,636.4,100.9,0.0484,True,0.3869,False,True,0.9597,0.9208,2025-04-10 04:16:16,0.8166,0.37478999999999996,7.586842105263157,107.083
AG_04223,Financial Advisor,Mixtral-8x7B,Desktop,Communication,6,7,0.4829,0.5364,0.5842,28.45,1059.3,345.7,55.6,0.0129,True,0.621,False,False,0.892,0.8995,2025-04-10 04:16:16,0.9564,0.5293399999999999,38.082014388489206,113.47
AG_01715,Social Media Manager,Transformer-XL,Desktop,Problem Solving,6,7,0.4275,0.5666,0.5446,76.08,290.81,363.1,86.5,0.029,True,0.5049,False,False,0.9058,0.6331,2025-04-10 04:16:16,0.8182,0.50436,16.812,105.343
AG_00928,Translation Agent,Mixtral-8x7B,Desktop,Learning & Adaptation,8,7,0.3067,0.4155,0.5069,90.67,797.4,505.6,63.7,0.0353,True,0.3208,False,False,0.8739,0.9208,2025-04-11 04:16:15,0.8188,0.3994,11.002754820936639,92.456
AG_00929,Translation Agent,PaLM-2,Edge,Communication,3,2,0.7743,0.7654,0.7924,20.59,398.02,282.1,31.6,0.0097,False,0.8306,False,True,0.9751,0.8329,2025-04-11 04:16:15,0.97,0.7770599999999999,72.62242990654204,98.142
AG_00017,QA Tester,Transformer-XL,Cloud,Data Analysis,5,6,0.4919,0.5518,0.627,82.83,1613.56,374.7,79.0,0.0314,True,0.5683,True,False,0.8782,0.6877,2025-04-11 04:16:15,0.8857,0.5504,16.987654320987655,99.781
AG_00461,Project Manager,LLaMA-3,Server,Planning & Scheduling,7,7,0.3482,0.531,0.5419,46.09,1011.48,469.5,68.1,0.0201,True,0.448,False,False,0.8382,0.9231,2025-04-11 04:16:15,0.7536,0.46115000000000006,21.855450236966828,101.36
AG_03671,Marketing Assistant,PaLM-2,Hybrid,Code Generation,4,6,0.6702,0.6766,0.6494,40.28,202.59,288.0,49.0,0.0163,True,0.6901,False,False,0.907,0.7473,2025-04-11 04:16:16,0.9527,0.66588,38.49017341040463,108.307
AG_04251,HR Recruiter,PaLM-2,Mobile,Problem Solving,7,6,0.3293,0.4744,0.5077,81.4,1941.81,496.1,67.2,0.0321,True,0.3374,False,True,0.8985,0.8765,2025-04-11 04:16:16,0.976,0.42635,12.880664652567978,83.618
AG_01885,HR Recruiter,Transformer-XL,Edge,Data Analysis,8,8,0.3236,0.4211,0.4979,45.74,337.96,588.6,88.9,0.0211,True,0.4688,False,True,0.8975,0.6902,2025-04-11 04:16:16,0.815,0.40514,18.332126696832578,112.816
